x-axis,1,2,F1
second,Volt,Ampere,Watt
+223.60000E-03,+522.61307716E+00,-212.31156E-03,-110.91613767E+00
+223.62500E-03,+530.65327835E+00,-179.64824E-03,-105.01098633E+00
+223.65000E-03,+528.89448433E+00,-169.59799E-03,-105.01098633E+00
+223.67500E-03,+530.65327835E+00,-160.80402E-03,-104.35485842E+00
+223.70000E-03,+530.65327835E+00,-131.90955E-03,-84.37538147E+00
+223.72500E-03,+530.65327835E+00,-160.80402E-03,-85.29663086E+00
+223.75000E-03,+530.65327835E+00,-120.60301E-03,-85.29663086E+00
+223.77500E-03,+538.69347954E+00,-120.60301E-03,-63.99536133E+00
+223.80000E-03,+538.69347954E+00,-109.29648E-03,-63.99536133E+00
+223.82500E-03,+538.69347954E+00,-99.24623E-03,-64.91088867E+00
+223.85000E-03,+538.69347954E+00,-80.40201E-03,-59.46922300E+00
+223.87500E-03,+538.69347954E+00,-80.40201E-03,-43.30444336E+00
+223.90000E-03,+538.69347954E+00,-80.40201E-03,-43.30444336E+00
+223.92500E-03,+542.96483641E+00,-40.20100E-03,-43.30444336E+00
+223.95000E-03,+538.69347954E+00,-40.20100E-03,-21.63696289E+00
+223.97500E-03,+546.73368073E+00,-40.20100E-03,-21.63696289E+00
+224.00000E-03,+546.73368073E+00,-28.89447E-03,-21.94213867E+00
+224.02500E-03,+546.73368073E+00,-18.84422E-03,-21.63696289E+00
+224.05000E-03,+546.73368073E+00,+0.0E+00,+30.51758E-03
+224.07500E-03,+546.73368073E+00,+0.0E+00,+30.51758E-03
+224.10000E-03,+546.73368073E+00,+40.20100E-03,+30.51758E-03
+224.12500E-03,+550.50252504E+00,+40.20100E-03,+11.67106626E+00
+224.15000E-03,+548.49247475E+00,+40.20100E-03,+21.94213867E+00
+224.17500E-03,+546.73368073E+00,+40.20100E-03,+21.94213867E+00
+224.20000E-03,+552.51257534E+00,+69.09548E-03,+21.94213867E+00
+224.22500E-03,+551.00503760E+00,+80.40201E-03,+43.91479492E+00
+224.25000E-03,+548.49247475E+00,+120.60301E-03,+43.91479492E+00
+224.27500E-03,+554.52262564E+00,+80.40201E-03,+43.91479492E+00
+224.30000E-03,+546.73368073E+00,+91.70854E-03,+43.91479492E+00
+224.32500E-03,+551.00503759E+00,+101.75879E-03,+43.91479492E+00
+224.35000E-03,+546.73368073E+00,+120.60301E-03,+65.88745117E+00
+224.37500E-03,+546.98493700E+00,+120.60301E-03,+65.88745117E+00
+224.40000E-03,+548.99498730E+00,+149.49749E-03,+65.88745117E+00
+224.42500E-03,+546.73368073E+00,+160.80402E-03,+65.88745117E+00
+224.45000E-03,+546.73368073E+00,+160.80402E-03,+86.85874939E+00
+224.47500E-03,+546.73368073E+00,+162.06030E-03,+87.86010742E+00
+224.50000E-03,+546.73368073E+00,+172.11055E-03,+87.86010742E+00
+224.52500E-03,+546.73368073E+00,+201.00502E-03,+97.47886661E+00
+224.55000E-03,+546.73368073E+00,+201.00502E-03,+109.83276367E+00
+224.57500E-03,+546.73368073E+00,+201.00502E-03,+108.24584961E+00
+224.60000E-03,+546.73368073E+00,+201.00502E-03,+109.83276367E+00
+224.62500E-03,+554.77388191E+00,+241.20603E-03,+121.50573727E+00
+224.65000E-03,+546.73368073E+00,+241.20603E-03,+129.85229492E+00
+224.67500E-03,+546.73368073E+00,+241.20603E-03,+129.85229492E+00
+224.70000E-03,+544.47237415E+00,+281.40703E-03,+129.85229492E+00
+224.72500E-03,+542.96483641E+00,+281.40703E-03,+141.36314389E+00
+224.75000E-03,+544.97488670E+00,+281.40703E-03,+151.51977539E+00
+224.77500E-03,+538.94473581E+00,+281.40703E-03,+151.59034729E+00
+224.80000E-03,+540.95478611E+00,+281.40703E-03,+151.51977539E+00
+224.82500E-03,+546.73368073E+00,+300.25125E-03,+151.51977539E+00
+224.85000E-03,+546.73368073E+00,+321.60804E-03,+175.75073242E+00
+224.87500E-03,+546.73368073E+00,+321.60804E-03,+175.67062378E+00
+224.90000E-03,+540.95478611E+00,+321.60804E-03,+173.18725586E+00
+224.92500E-03,+546.73368073E+00,+361.80904E-03,+173.18725586E+00
+224.95000E-03,+546.73368073E+00,+361.80904E-03,+197.08251953E+00
+224.97500E-03,+546.73368073E+00,+361.80904E-03,+194.88525390E+00
+225.00000E-03,+544.47237415E+00,+402.01005E-03,+194.79370117E+00
+225.02500E-03,+542.46232386E+00,+380.65326E-03,+196.16699219E+00
+225.05000E-03,+540.45227356E+00,+402.01005E-03,+216.46118164E+00
+225.07500E-03,+538.94473581E+00,+402.01005E-03,+216.56227111E+00
+225.10000E-03,+546.73368073E+00,+430.90452E-03,+216.46118164E+00
+225.12500E-03,+546.73368073E+00,+442.21105E-03,+239.98069763E+00
+225.15000E-03,+546.73368073E+00,+442.21105E-03,+238.06762695E+00
+225.17500E-03,+538.69347954E+00,+442.21105E-03,+238.06762695E+00
+225.20000E-03,+538.69347954E+00,+482.41206E-03,+238.06762695E+00
+225.22500E-03,+542.96483641E+00,+482.41206E-03,+249.57847592E+00
+225.25000E-03,+540.45227356E+00,+513.81909E-03,+259.73510742E+00
+225.27500E-03,+538.69347954E+00,+522.61306E-03,+259.73510742E+00
+225.30000E-03,+538.69347954E+00,+482.41206E-03,+259.73510742E+00
+225.32500E-03,+538.69347954E+00,+541.45728E-03,+281.40258789E+00
+225.35000E-03,+538.69347954E+00,+531.40703E-03,+281.40258789E+00
+225.37500E-03,+538.69347954E+00,+523.86934E-03,+277.32276916E+00
+225.40000E-03,+538.69347954E+00,+562.81406E-03,+287.47940060E+00
+225.42500E-03,+538.69347954E+00,+562.81406E-03,+298.49243164E+00
+225.45000E-03,+538.69347954E+00,+571.60803E-03,+298.49243164E+00
+225.47500E-03,+530.90453463E+00,+564.07035E-03,+298.49243164E+00
+225.50000E-03,+532.91458492E+00,+603.01507E-03,+319.85473633E+00
+225.52500E-03,+534.42212267E+00,+603.01507E-03,+319.85473633E+00
+225.55000E-03,+530.65327835E+00,+611.80904E-03,+323.37951663E+00
+225.57500E-03,+522.86433344E+00,+643.21607E-03,+336.13014220E+00
+225.60000E-03,+528.39197178E+00,+643.21607E-03,+335.96801758E+00
+225.62500E-03,+522.61307716E+00,+683.41708E-03,+345.80993656E+00
+225.65000E-03,+522.61307716E+00,+683.41708E-03,+356.96411133E+00
+225.67500E-03,+514.82413225E+00,+683.41708E-03,+351.64260863E+00
+225.70000E-03,+520.35177059E+00,+712.31155E-03,+351.47094727E+00
+225.72500E-03,+514.57287598E+00,+723.61808E-03,+372.16186523E+00
+225.75000E-03,+514.57287598E+00,+755.02512E-03,+372.16186523E+00
+225.77500E-03,+522.61307716E+00,+723.61808E-03,+372.16186523E+00
+225.80000E-03,+514.57287598E+00,+763.81909E-03,+372.07984921E+00
+225.82500E-03,+510.30151911E+00,+782.66331E-03,+386.68823242E+00
+225.85000E-03,+512.81408195E+00,+795.22612E-03,+386.68823242E+00
+225.87500E-03,+506.78393106E+00,+804.02009E-03,+407.07397461E+00
+225.90000E-03,+506.53267479E+00,+804.02009E-03,+402.42385863E+00
+225.92500E-03,+506.53267479E+00,+822.86431E-03,+404.04129027E+00
+225.95000E-03,+498.49247360E+00,+844.22110E-03,+404.98352054E+00
+225.97500E-03,+498.49247360E+00,+883.16582E-03,+420.62377930E+00
+226.00000E-03,+498.49247360E+00,+844.22110E-03,+420.62377930E+00
+226.02500E-03,+490.45227242E+00,+884.42210E-03,+433.56323242E+00
+226.05000E-03,+492.21106644E+00,+915.82914E-03,+433.56323242E+00
+226.07500E-03,+490.45227242E+00,+885.67838E-03,+433.56323242E+00
+226.10000E-03,+490.45227242E+00,+924.62311E-03,+453.27758789E+00
+226.12500E-03,+490.45227242E+00,+943.46733E-03,+445.83129883E+00
+226.15000E-03,+490.45227242E+00,+964.82411E-03,+460.94703671E+00
+226.17500E-03,+482.41207123E+00,+964.82411E-03,+465.17944336E+00
+226.20000E-03,+482.41207123E+00,+976.13064E-03,+465.17944336E+00
+226.22500E-03,+482.41207123E+00,+1.00502511E+00,+461.06147767E+00
+226.25000E-03,+476.13066406E+00,+1.00502511E+00,+476.53198242E+00
+226.27500E-03,+482.16081495E+00,+1.00628140E+00,+476.53198242E+00
+226.30000E-03,+474.37187004E+00,+1.04522612E+00,+495.57495117E+00
+226.32500E-03,+474.37187004E+00,+1.04522612E+00,+495.57495117E+00
+226.35000E-03,+472.61307602E+00,+1.08542712E+00,+487.15209961E+00
+226.37500E-03,+466.33166885E+00,+1.08542712E+00,+505.88989258E+00
+226.40000E-03,+468.59297542E+00,+1.11432160E+00,+505.88989258E+00
+226.42500E-03,+466.33166885E+00,+1.12562813E+00,+506.95419309E+00
+226.45000E-03,+460.05026169E+00,+1.12562813E+00,+515.59448242E+00
+226.47500E-03,+458.54272394E+00,+1.16582913E+00,+516.17050168E+00
+226.50000E-03,+458.29146767E+00,+1.16582913E+00,+524.62768555E+00
+226.52500E-03,+458.29146767E+00,+1.20603014E+00,+529.03366090E+00
+226.55000E-03,+452.01006050E+00,+1.20603014E+00,+542.75512695E+00
+226.57500E-03,+450.25126648E+00,+1.24497486E+00,+542.75512695E+00
+226.60000E-03,+450.25126648E+00,+1.24623114E+00,+547.83630368E+00
+226.62500E-03,+450.25126648E+00,+1.24623114E+00,+550.81176758E+00
+226.65000E-03,+450.25126648E+00,+1.28643215E+00,+554.69703677E+00
+226.67500E-03,+442.21106529E+00,+1.32537687E+00,+568.57299805E+00
+226.70000E-03,+442.21106529E+00,+1.31532662E+00,+561.15913389E+00
+226.72500E-03,+442.21106529E+00,+1.34547737E+00,+575.71411133E+00
+226.75000E-03,+434.17086411E+00,+1.35804019E+00,+575.71411133E+00
+226.77500E-03,+434.17086411E+00,+1.36683416E+00,+593.10913086E+00
+226.80000E-03,+431.90955753E+00,+1.39572863E+00,+582.12280273E+00
+226.82500E-03,+430.40201979E+00,+1.38567838E+00,+590.16227725E+00
+226.85000E-03,+426.13066292E+00,+1.40703516E+00,+590.45219423E+00
+226.87500E-03,+425.87940664E+00,+1.44723617E+00,+604.76684570E+00
+226.90000E-03,+420.35176830E+00,+1.44723617E+00,+604.76684570E+00
+226.92500E-03,+418.09046173E+00,+1.48743717E+00,+613.68370053E+00
+226.95000E-03,+418.09046173E+00,+1.48743717E+00,+618.93463133E+00
+226.97500E-03,+417.83920546E+00,+1.52763817E+00,+625.55313113E+00
+227.00000E-03,+410.05026054E+00,+1.52763817E+00,+626.06811523E+00
+227.02500E-03,+410.05026054E+00,+1.56783918E+00,+626.06811523E+00
+227.05000E-03,+408.29146652E+00,+1.56783918E+00,+639.79721067E+00
+227.07500E-03,+409.79900427E+00,+1.60804018E+00,+629.97436523E+00
+227.10000E-03,+402.01005936E+00,+1.60804018E+00,+642.46559145E+00
+227.12500E-03,+398.24121504E+00,+1.64824119E+00,+633.20922852E+00
+227.15000E-03,+395.72865219E+00,+1.64824119E+00,+649.01733398E+00
+227.17500E-03,+393.96985817E+00,+1.68844219E+00,+649.01733398E+00
+227.20000E-03,+391.70855160E+00,+1.68844219E+00,+661.01455691E+00
+227.22500E-03,+393.96985817E+00,+1.72864320E+00,+651.27563477E+00
+227.25000E-03,+385.92965698E+00,+1.73743717E+00,+666.77856445E+00
+227.27500E-03,+385.92965698E+00,+1.76884420E+00,+666.34559634E+00
+227.30000E-03,+383.66835041E+00,+1.76884420E+00,+657.18078611E+00
+227.32500E-03,+377.88945580E+00,+1.80904521E+00,+668.06030273E+00
+227.35000E-03,+369.84925461E+00,+1.80904521E+00,+668.73168945E+00
+227.37500E-03,+370.10051088E+00,+1.84798993E+00,+668.73168945E+00
+227.40000E-03,+369.84925461E+00,+1.84924621E+00,+683.56323242E+00
+227.42500E-03,+365.57789774E+00,+1.88944722E+00,+675.68397525E+00
+227.45000E-03,+368.09046058E+00,+1.88944722E+00,+683.25805664E+00
+227.47500E-03,+361.80905342E+00,+1.92964822E+00,+697.78442383E+00
+227.50000E-03,+359.54774685E+00,+1.94095475E+00,+682.28149414E+00
+227.52500E-03,+353.76885223E+00,+1.96984923E+00,+688.94767764E+00
+227.55000E-03,+353.76885223E+00,+1.96984923E+00,+693.04466245E+00
+227.57500E-03,+345.72865105E+00,+2.01005023E+00,+694.54956055E+00
+227.60000E-03,+345.72865105E+00,+2.02135676E+00,+690.01770022E+00
+227.62500E-03,+337.68844986E+00,+2.05025123E+00,+691.98608398E+00
+227.65000E-03,+337.68844986E+00,+2.08165827E+00,+675.50659180E+00
+227.67500E-03,+329.64824867E+00,+2.09045224E+00,+688.75122070E+00
+227.70000E-03,+327.38694210E+00,+2.13065324E+00,+675.60577390E+00
+227.72500E-03,+321.60804749E+00,+2.13065324E+00,+684.90600586E+00
+227.75000E-03,+313.56784630E+00,+2.13944721E+00,+667.75512695E+00
+227.77500E-03,+313.56784630E+00,+2.17085425E+00,+679.78477481E+00
+227.80000E-03,+311.30653973E+00,+2.21105525E+00,+662.93334961E+00
+227.82500E-03,+301.25628825E+00,+2.21105525E+00,+657.44018555E+00
+227.85000E-03,+297.48744392E+00,+2.25125626E+00,+651.27563477E+00
+227.87500E-03,+289.44724274E+00,+2.25251254E+00,+651.27563477E+00
+227.90000E-03,+283.66834812E+00,+2.29145726E+00,+641.32499697E+00
+227.92500E-03,+281.40704155E+00,+2.29145726E+00,+626.06811523E+00
+227.95000E-03,+273.36684036E+00,+2.33165827E+00,+637.05444336E+00
+227.97500E-03,+265.32663918E+00,+2.37185927E+00,+618.31665039E+00
+228.00000E-03,+259.54774456E+00,+2.37185927E+00,+623.64196781E+00
+228.02500E-03,+257.28643799E+00,+2.41206028E+00,+620.26977539E+00
+228.05000E-03,+249.24623680E+00,+2.42085425E+00,+600.86059570E+00
+228.07500E-03,+249.24623680E+00,+2.45226128E+00,+610.01205450E+00
+228.10000E-03,+243.46734218E+00,+2.48115575E+00,+591.21704102E+00
+228.12500E-03,+237.43719129E+00,+2.49246228E+00,+591.47644039E+00
+228.15000E-03,+234.92462845E+00,+2.53266329E+00,+590.24047852E+00
+228.17500E-03,+233.16583443E+00,+2.53266329E+00,+589.60342411E+00
+228.20000E-03,+227.38693981E+00,+2.57286429E+00,+576.39122011E+00
+228.22500E-03,+220.85427637E+00,+2.59422108E+00,+558.25805664E+00
+228.25000E-03,+217.08543205E+00,+2.61306530E+00,+560.16731264E+00
+228.27500E-03,+217.08543205E+00,+2.65326630E+00,+554.35180664E+00
+228.30000E-03,+211.30653743E+00,+2.66457284E+00,+554.35180664E+00
+228.32500E-03,+209.04523087E+00,+2.69346731E+00,+541.10717773E+00
+228.35000E-03,+201.00502968E+00,+2.73366831E+00,+541.10717773E+00
+228.37500E-03,+200.75377341E+00,+2.77135675E+00,+548.29597479E+00
+228.40000E-03,+198.74372311E+00,+2.77386932E+00,+535.00366211E+00
+228.42500E-03,+192.96482849E+00,+2.77386932E+00,+535.00366211E+00
+228.45000E-03,+184.92462730E+00,+2.81407032E+00,+520.11108398E+00
+228.47500E-03,+184.92462730E+00,+2.85427133E+00,+526.84021000E+00
+228.50000E-03,+176.88442612E+00,+2.86557786E+00,+504.60815430E+00
+228.52500E-03,+173.11558180E+00,+2.89447233E+00,+488.43383789E+00
+228.55000E-03,+168.84422493E+00,+2.93467334E+00,+495.26977539E+00
+228.57500E-03,+161.05528001E+00,+2.93467334E+00,+471.64916992E+00
+228.60000E-03,+160.80402374E+00,+2.97487434E+00,+478.11889648E+00
+228.62500E-03,+156.53266688E+00,+3.01507534E+00,+454.19311523E+00
+228.65000E-03,+152.76382256E+00,+3.01507534E+00,+460.35766602E+00
+228.67500E-03,+152.76382256E+00,+3.05402007E+00,+459.60044866E+00
+228.70000E-03,+142.46231480E+00,+3.09547735E+00,+435.02426152E+00
+228.72500E-03,+140.45226450E+00,+3.09547735E+00,+422.88208008E+00
+228.75000E-03,+130.40201302E+00,+3.13567836E+00,+403.16772461E+00
+228.77500E-03,+128.64321899E+00,+3.13567836E+00,+403.16772461E+00
+228.80000E-03,+122.86432438E+00,+3.17587936E+00,+382.84301758E+00
+228.82500E-03,+120.60301781E+00,+3.21608037E+00,+382.84301758E+00
+228.85000E-03,+112.56281662E+00,+3.24748740E+00,+361.84692383E+00
+228.87500E-03,+104.77387170E+00,+3.21733665E+00,+335.96801758E+00
+228.90000E-03,+104.52261543E+00,+3.25628137E+00,+332.81517034E+00
+228.92500E-03,+96.48241425E+00,+3.27512559E+00,+313.99536133E+00
+228.95000E-03,+90.20100708E+00,+3.29648238E+00,+291.41235352E+00
+228.97500E-03,+88.44221306E+00,+3.33542710E+00,+264.92309570E+00
+229.00000E-03,+80.40201187E+00,+3.34798991E+00,+265.83290099E+00
+229.02500E-03,+80.40201187E+00,+3.33668338E+00,+241.30249023E+00
+229.05000E-03,+76.88442382E+00,+3.37688439E+00,+241.94335938E+00
+229.07500E-03,+72.11055441E+00,+3.37688439E+00,+217.07153320E+00
+229.10000E-03,+58.54271488E+00,+3.37688439E+00,+189.97192383E+00
+229.12500E-03,+56.28140831E+00,+3.41708539E+00,+191.03050232E+00
+229.15000E-03,+54.52261428E+00,+3.41708539E+00,+164.76440430E+00
+229.17500E-03,+47.98995085E+00,+3.41708539E+00,+138.15689081E+00
+229.20000E-03,+40.20100594E+00,+3.41708539E+00,+137.29858398E+00
+229.22500E-03,+40.20100594E+00,+3.43592961E+00,+109.83276367E+00
+229.25000E-03,+32.16080475E+00,+3.44849243E+00,+109.83276367E+00
+229.27500E-03,+31.90954848E+00,+3.45728640E+00,+82.39746094E+00
+229.30000E-03,+24.12060356E+00,+3.42839192E+00,+82.36694336E+00
+229.32500E-03,+16.08040237E+00,+3.45728640E+00,+55.25779724E+00
+229.35000E-03,+16.08040237E+00,+3.45728640E+00,+48.97308344E+00
+229.37500E-03,+8.04020119E+00,+3.45728640E+00,+27.79006958E+00
+229.40000E-03,+0.0E+00,+3.44597986E+00,+30.51758E-03
+229.42500E-03,+3.76884432E+00,+3.45728640E+00,+30.51758E-03
+229.45000E-03,-8.04020119E+00,+3.45728640E+00,-27.51541138E+00
+229.47500E-03,-7.78894492E+00,+3.41708539E+00,-27.43530273E+00
+229.50000E-03,-8.04020119E+00,+3.41708539E+00,-35.16006464E+00
+229.52500E-03,-16.08040237E+00,+3.41708539E+00,-54.90112305E+00
+229.55000E-03,-16.08040237E+00,+3.40829142E+00,-54.29077148E+00
+229.57500E-03,-24.12060356E+00,+3.41708539E+00,-81.39038086E+00
+229.60000E-03,-21.85929699E+00,+3.37688439E+00,-100.91209417E+00
+229.62500E-03,-24.12060356E+00,+3.37688439E+00,-108.55102539E+00
+229.65000E-03,-32.16080475E+00,+3.37688439E+00,-129.48989862E+00
+229.67500E-03,-31.90954848E+00,+3.33668338E+00,-133.22639471E+00
+229.70000E-03,-34.42211132E+00,+3.33668338E+00,-134.06372070E+00
+229.72500E-03,-40.20100594E+00,+3.33668338E+00,-146.54922480E+00
+229.75000E-03,-40.20100594E+00,+3.29648238E+00,-158.96606445E+00
+229.77500E-03,-48.24120712E+00,+3.29648238E+00,-157.01293945E+00
+229.80000E-03,-56.28140831E+00,+3.25628137E+00,-183.19702148E+00
+229.82500E-03,-56.28140831E+00,+3.25628137E+00,-180.93872070E+00
+229.85000E-03,-56.28140831E+00,+3.21608037E+00,-180.93872070E+00
+229.87500E-03,-64.32160950E+00,+3.21608037E+00,-204.19311523E+00
+229.90000E-03,-64.32160950E+00,+3.17587936E+00,-204.19311523E+00
+229.92500E-03,-64.32160950E+00,+3.13567836E+00,-226.77612305E+00
+229.95000E-03,-72.36181068E+00,+3.12688439E+00,-223.90747070E+00
+229.97500E-03,-72.36181068E+00,+3.09547735E+00,-224.68376154E+00
+230.00000E-03,-80.40201187E+00,+3.05527635E+00,-245.51391602E+00
+230.02500E-03,-80.40201187E+00,+3.05527635E+00,-243.99757385E+00
+230.05000E-03,-82.16080590E+00,+3.01507534E+00,-266.51000977E+00
+230.07500E-03,-88.44221306E+00,+2.97487434E+00,-286.89575195E+00
+230.10000E-03,-96.48241425E+00,+2.97487434E+00,-282.98950195E+00
+230.12500E-03,-92.71356992E+00,+2.93467334E+00,-282.98950195E+00
+230.15000E-03,-102.76382141E+00,+2.89447233E+00,-302.39868164E+00
+230.17500E-03,-96.73367052E+00,+2.89447233E+00,-298.90441890E+00
+230.20000E-03,-110.30151005E+00,+2.85427133E+00,-316.61987305E+00
+230.22500E-03,-112.56281662E+00,+2.81407032E+00,-323.93836970E+00
+230.25000E-03,-112.56281662E+00,+2.77386932E+00,-334.38110352E+00
+230.27500E-03,-120.60301781E+00,+2.73366831E+00,-329.49829102E+00
+230.30000E-03,-128.64321899E+00,+2.73366831E+00,-346.34399414E+00
+230.32500E-03,-128.64321899E+00,+2.69346731E+00,-352.47230525E+00
+230.35000E-03,-128.64321899E+00,+2.64447233E+00,-356.96411133E+00
+230.37500E-03,-136.68342018E+00,+2.61306530E+00,-356.96411133E+00
+230.40000E-03,-142.46231480E+00,+2.58417083E+00,-372.16186523E+00
+230.42500E-03,-144.72362137E+00,+2.53266329E+00,-366.36352539E+00
+230.45000E-03,-146.48241540E+00,+2.50125625E+00,-380.58471680E+00
+230.47500E-03,-152.76382256E+00,+2.49246228E+00,-380.39207460E+00
+230.50000E-03,-155.02512912E+00,+2.45226128E+00,-394.13452148E+00
+230.52500E-03,-160.80402374E+00,+2.41206028E+00,-397.97592159E+00
+230.55000E-03,-168.84422493E+00,+2.37185927E+00,-400.23803711E+00
+230.57500E-03,-168.84422493E+00,+2.37185927E+00,-393.46313477E+00
+230.60000E-03,-168.84422493E+00,+2.33165827E+00,-405.02548223E+00
+230.62500E-03,-176.88442612E+00,+2.29145726E+00,-405.12084961E+00
+230.65000E-03,-176.88442612E+00,+2.26005023E+00,-412.14179989E+00
+230.67500E-03,-177.13568239E+00,+2.24999998E+00,-415.87448122E+00
+230.70000E-03,-184.92462730E+00,+2.21105525E+00,-420.85075377E+00
+230.72500E-03,-192.96482849E+00,+2.17085425E+00,-418.67065430E+00
+230.75000E-03,-192.96482849E+00,+2.13065324E+00,-414.67094425E+00
+230.77500E-03,-200.75377341E+00,+2.13065324E+00,-419.95239258E+00
+230.80000E-03,-201.00502968E+00,+2.09045224E+00,-432.06024174E+00
+230.82500E-03,-201.00502968E+00,+2.05025123E+00,-428.37524414E+00
+230.85000E-03,-209.04523087E+00,+2.05025123E+00,-426.53274534E+00
+230.87500E-03,-216.83417578E+00,+2.04899495E+00,-435.62126163E+00
+230.90000E-03,-217.08543205E+00,+2.01005023E+00,-427.39868164E+00
+230.92500E-03,-221.35678892E+00,+1.96984923E+00,-443.20678711E+00
+230.95000E-03,-225.12563324E+00,+1.92964822E+00,-446.28524777E+00
+230.97500E-03,-225.37688951E+00,+1.89070350E+00,-440.33813477E+00
+231.00000E-03,-233.16583443E+00,+1.88944722E+00,-433.58230589E+00
+231.02500E-03,-236.93467875E+00,+1.87060299E+00,-445.83129883E+00
+231.05000E-03,-241.20603561E+00,+1.84924621E+00,-446.88606263E+00
+231.07500E-03,-249.24623680E+00,+1.81030149E+00,-450.65307617E+00
+231.10000E-03,-249.24623680E+00,+1.80904521E+00,-440.64331055E+00
+231.12500E-03,-253.01508113E+00,+1.76884420E+00,-454.86450195E+00
+231.15000E-03,-257.28643799E+00,+1.76005023E+00,-458.40454102E+00
+231.17500E-03,-265.32663918E+00,+1.72864320E+00,-458.40454102E+00
+231.20000E-03,-265.32663918E+00,+1.71733667E+00,-461.33422852E+00
+231.22500E-03,-273.36684036E+00,+1.66708541E+00,-455.49774172E+00
+231.25000E-03,-273.36684036E+00,+1.64824119E+00,-463.59252930E+00
+231.27500E-03,-281.65829782E+00,+1.64824119E+00,-476.83715820E+00
+231.30000E-03,-289.44724274E+00,+1.60804018E+00,-465.17944336E+00
+231.32500E-03,-297.48744392E+00,+1.58919596E+00,-466.15600586E+00
+231.35000E-03,-297.48744392E+00,+1.56783918E+00,-466.15600586E+00
+231.37500E-03,-297.73870019E+00,+1.56783918E+00,-466.52221680E+00
+231.40000E-03,-305.52764511E+00,+1.55653265E+00,-466.52221680E+00
+231.42500E-03,-313.56784630E+00,+1.52763817E+00,-466.15600586E+00
+231.45000E-03,-313.56784630E+00,+1.48743717E+00,-468.77288821E+00
+231.47500E-03,-313.56784630E+00,+1.48743717E+00,-465.17944336E+00
+231.50000E-03,-323.86935405E+00,+1.44723617E+00,-464.73312378E+00
+231.52500E-03,-329.64824867E+00,+1.44723617E+00,-463.59252930E+00
+231.55000E-03,-335.92965583E+00,+1.40703516E+00,-474.88403320E+00
+231.57500E-03,-337.68844986E+00,+1.40577888E+00,-461.33422852E+00
+231.60000E-03,-345.72865105E+00,+1.36683416E+00,-472.32055664E+00
+231.62500E-03,-345.72865105E+00,+1.36683416E+00,-458.40454102E+00
+231.65000E-03,-345.72865105E+00,+1.33542712E+00,-469.08569336E+00
+231.67500E-03,-353.76885223E+00,+1.32663315E+00,-455.30891415E+00
+231.70000E-03,-356.03015880E+00,+1.28643215E+00,-465.17944336E+00
+231.72500E-03,-358.04020910E+00,+1.28643215E+00,-465.17944336E+00
+231.75000E-03,-361.80905342E+00,+1.24623114E+00,-458.47320554E+00
+231.77500E-03,-369.84925461E+00,+1.24623114E+00,-460.66284180E+00
+231.80000E-03,-369.84925461E+00,+1.21733667E+00,-448.56071470E+00
+231.82500E-03,-377.88945580E+00,+1.20603014E+00,-455.53588867E+00
+231.85000E-03,-377.88945580E+00,+1.17462310E+00,-442.38090517E+00
+231.87500E-03,-385.67840071E+00,+1.16582913E+00,-449.67651367E+00
+231.90000E-03,-385.92965698E+00,+1.13693466E+00,-445.02639769E+00
+231.92500E-03,-390.20101384E+00,+1.14447235E+00,-443.20678711E+00
+231.95000E-03,-400.25126533E+00,+1.12562813E+00,-437.67547609E+00
+231.97500E-03,-393.96985817E+00,+1.12437185E+00,-436.12670898E+00
+232.00000E-03,-402.01005936E+00,+1.08542712E+00,-436.12670898E+00
+232.02500E-03,-410.05026054E+00,+1.06407034E+00,-428.37524414E+00
+232.05000E-03,-410.05026054E+00,+1.04522612E+00,-428.37524414E+00
+232.07500E-03,-418.09046173E+00,+1.04522612E+00,-419.95239258E+00
+232.10000E-03,-415.82915517E+00,+1.01633165E+00,-419.95239258E+00
+232.12500E-03,-418.09046173E+00,+1.00502511E+00,-428.07006836E+00
+232.15000E-03,-426.13066292E+00,+964.82411E-03,-410.91918945E+00
+232.17500E-03,-426.13066292E+00,+964.82411E-03,-418.42842104E+00
+232.20000E-03,-434.17086411E+00,+964.82411E-03,-406.12411495E+00
+232.22500E-03,-429.89950724E+00,+943.46733E-03,-401.21459961E+00
+232.25000E-03,-434.17086411E+00,+924.62311E-03,-408.66088867E+00
+232.27500E-03,-442.21106529E+00,+924.62311E-03,-390.89965820E+00
+232.30000E-03,-442.21106529E+00,+884.42210E-03,-395.98846437E+00
+232.32500E-03,-445.97990962E+00,+865.57788E-03,-389.51110835E+00
+232.35000E-03,-450.25126648E+00,+853.01507E-03,-381.39533998E+00
+232.37500E-03,-458.04021140E+00,+844.22110E-03,-386.68823242E+00
+232.40000E-03,-458.29146767E+00,+844.22110E-03,-368.25561523E+00
+232.42500E-03,-458.29146767E+00,+804.02009E-03,-374.72534180E+00
+232.45000E-03,-466.33166885E+00,+795.22612E-03,-370.62644954E+00
+232.47500E-03,-466.33166885E+00,+763.81909E-03,-355.98754883E+00
+232.50000E-03,-466.33166885E+00,+763.81909E-03,-362.15209961E+00
+232.52500E-03,-470.10051318E+00,+744.97487E-03,-343.10913086E+00
+232.55000E-03,-474.37187004E+00,+723.61808E-03,-343.10913086E+00
+232.57500E-03,-482.16081496E+00,+723.61808E-03,-348.90747070E+00
+232.60000E-03,-482.41207123E+00,+694.72361E-03,-329.49829102E+00
